"keyid","workid","seqno","description","performed","qty","cost","price","sale","partno","hours_charged","hours_actual","hours_pay","version","taxdollars","part_labor","discountlevel","vendorcode","tax1","tax2","tax3","tax4","tax5","tax6","tax7","tax8","tax9","tax10","acctclass","category","staticamt","techsel","TechNum","partConfirm","partCommited","accessory","part_unique","Commission","package","Symptom","LongCode","ReqCode","sMfgCode","sTSBSymptom","sTSBCategory","sTSBSystem","sUpcCode","sPartsHier","QtyConfirmed","ConfirmNum","sTSBTitle","sWDLineCode","sAffGrpId","sCatPartType","fList","bPartOrdered"
253,143,1,"Replace power steering rack and pinion","Remove and replace power steering rack assembly.  Add fresh power steering fluid and bleed system.  Inspect for leaks.  Check and adjust toe-in, center steering wheel. Road test vehicle.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,142,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
254,144,1,"Inspect power steering system","Road test vehicle.  Inspect power steering pump, gear box and or rack pinion for wear.  Inspect system for leaks.",0,0,0,0,,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,142,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
255,145,1,"Check suspension components","Check and inspect suspension components:  ball joints, tie rods, idler arms, springs, bushings, and check for accident damage.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,146,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
256,146,1,"Replace right front inner tie rod end","Remove and replace right front inner tie rod assembly.  Check and adjust toe-in.  Road test vehicle.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,146,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
257,147,1,"Replace right front inner tie rod on rack and pinion","Remove and replace right front inner tie rod assembly.  Check and adjust toe-in.  Road test vehicle.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
258,148,1,"Replace right front outer tie rod end","Remove and replace right front outer tie rod assembly.  Check and adjust toe-in.  Road test vehicle.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,146,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
259,149,1,"Replace left front inner tie rod end","Remove and replace left front inner tie rod assembly.  Check and adjust toe-in.  Road test vehicle.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,146,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
260,150,1,"Replace left front inner tie rod on rack and pinion","Remove and replace left front inner tie rod assembly.  Check and adjust toe-in.  Road test vehicle.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,146,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
261,151,1,"Replace left front outer tie rod end","Remove and replace left front outer tie rod assembly.  Check and adjust toe-in.  Road test vehicle.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,146,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
262,152,1,"Replace right front inner and outer tie rod ends","Remove and replace right front inner and outer tie rod assemblies.  Check and adjust toe-in.  Road test vehicle.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,146,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
263,153,1,"Replace left front inner and outer tie rod ends","Remove and replace left front inner and outer tie rod assemblies.  Check and adjust toe-in.  Road test vehicle.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,146,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
264,154,1,"Replace right front inner and outer tie rods on rack and pinion","Remove and replace right front inner and outer tie rod assemblies.  Check and adjust toe-in.  Road test vehicle.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,146,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
265,155,1,"Replace left front inner and outer tie rods on rack and pinion","Remove and replace left front inner and outer tie rod assemblies.  Check and adjust toe-in.  Road test vehicle.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,146,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
266,156,1,"Aim head lamps and lighting safety check","Adjust head lamps to obtain maximum nighttime visibility.  Perform intensity test to insure proper brightness.  Lube adjuster mechanisms and check for proper high/low beam switch operation.  Check entire vehicle for faulty bulbs.",0,0,0,0,,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
267,157,1,"Replace right rear inner tie rod end","Remove and replace right rear inner tie rod assembly.  Check and adjust toe-in.  Road test vehicle.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,146,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
268,158,1,"Replace right rear outer tie rod end","Remove and replace right rear outer tie rod assembly.  Check and adjust toe-in.  Road test vehicle.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,146,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
269,159,1,"Replace left rear inner tie rod end","Remove and replace left rear inner tie rod assembly.  Check and adjust toe-in.  Road test vehicle.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,146,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
270,160,1,"Replace left rear outer tie rod end","Remove and replace left rear outer tie rod assembly.  Check and adjust toe-in.  Road test vehicle.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,146,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
271,161,1,"Replace right rear inner and outer tie rod ends","Remove and replace right rear inner and outer tie rod assemblies.  Check and adjust toe-in.  Road test vehicle.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,146,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
272,162,1,"Replace left rear inner and outer tie rod ends","Remove and replace left rear inner and outer tie rod assemblies.  Check and adjust toe-in.  Road test vehicle.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,146,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
273,163,1,"Brake inspection","Remove and reinstall four wheels and rear brake drums to inspect brake condition.  Inspect entire system for leaks.  Lining remaining is:  Front (    %) Rear (    %)",0,0,0,24.5,,0.25,0,0,3,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
274,164,1,"Replace front disc pads only","Replace front brake pad linings.  Check front brake disc rotor condition.  Clean and lubricate brake calipers and slide mechanisms.  Check and fill brake fluid.  Bleed air from system.  Road test vehicle.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,109,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
275,165,1,"Replace front disc pads and machine rotors","Replace front brake pad linings and machine front brake disc rotors.   Clean and lubricate brake calipers and slide mechanisms.  Check and fill brake fluid. Torque lug nuts to proper specs. Road test vehicle.",0,0,0,79.95,,0.86,0.86,0.86,8,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,109,1,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
276,166,1,"Replace front disc pads, machine rotors, and repack bearings","Replace front brake pad linings and machine front brake disc rotors. Clean and repack wheel bearings if equipped.  Clean and lubricate brake calipers and slide mechanisms.  Check and fill brake fluid.Torque lug nuts to proper specs.Road test vehicle.",0,0,0,89.95,,0.97,0.97,0.97,7,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,109,1,0,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
277,167,1,"Replace rear brake drum brakes","Repace rear shoes , wheel cylinders and  Install rear hardware.Bleed air from system.  Adjust parking brake. Torque lug nuts to proper specs. Road test vehicle.",0,0,0,89.95,,0.97,0.97,0.97,5,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,109,1,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
278,168,1,"Rear brake reline / Slide off drums","Replace rear brake shoe set.  Replace hold down hardware and springs as required. Replace rear wheel cylinders.  Resurface and machine rear brake drums.  Clean and lubricate backing plates and reassemble.Torque lug nuts to proper specs.  Road test vehicle.",0,0,0,119.95,,1.3,1.3,1.3,7,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,109,1,4,0,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
279,169,1,"Reline rear disc brakes","Replace rear brake linings.  Inspect condition and thickness of rear brake disc rotors.  Retract rear brake caliper actuators.  Clean and lubricate rear brake caliper slide mechanism.  Adjust parking brake. Torque lug nuts to proper specs. Road test vehicle.",0,0,0,89.95,,0.97,0.97,0.97,3,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,109,1,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
280,170,1,"Complete 4 wheel disc brake service","Includes installation of all four rebuilt calipers equipped with new seals, hardware, and premium brake pads.  Clean and lubricate caliper slide mechanisms.  Clean and repack wheel bearing if required.  Adjust parking brake.  Flush brake fluid.  Torque lug nuts to proper spec. Road Test",0,0,0,245,,2.5,2.5,2.5,5,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
281,171,1,"Complete 4 wheel disc/drum brake service","Install rebuilt caliper with new hardware, new brake pads, and seals.  Repack wheel bearings and install new wheel seals if equipped.  Reline rear brakes. Replace both wheel cylinders.  Install new rear hardware.  Bleed and adjust brake system.Torque lug nuts to proper specs. Road test for proper operation.",0,0,0,199.95,,2.16,2.16,2.16,5,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,109,1,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
282,172,1,"Replace master brake cylinder","Remove and replace master cylinder assembly.  Bleed hydraulic system.  Road test vehicle.",0,0,0,0,,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,109,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
283,173,1,"Brake fluid flush","Check brake fluid for moisture and contamination.  Inspect all hydraulic line and hoses.  Inspect calipers and wheel cylinders.  Inspect master cylinder and cap.  Flush entire brake system including master cylinder, calipers, wheel cylinders until clean.",0,0,0,59.95,,0.61,0.5,0.5,4,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,109,1,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
284,174,1,"Remove brake drum for machining","Resurface and machine rear brake drums.  Clean and lubricate backing plates.  Road test vehicle",0,0,0,0,,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,109,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
285,175,1,"Remove brake disc rotors for machining","Resurface and machine brake disc rotors. Torque lug nuts to manufacturers specifications.  Road test vehicle",0,0,0,49,,0.5,0,0,4,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,109,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
286,176,1,"Replace left tail light bulb","Check for proper operations of tail lights.  Found and replaced faulty left tail light bulb.  Recheck to find tail lights work properly.",0,0,0,0,,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
287,177,1,"Replace right tail light bulb","Check for proper operations of tail lights.  Found and replaced faulty right tail light bulb.  Recheck to find tail lights work properly.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
288,178,1,"Replace left brake light bulb","Check for proper operations of brake lights.  Found and replaced faulty left brake light bulb.  Recheck to find brake lights work properly.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
289,179,1,"Replace right brake light bulb","Check for proper operations of brake lights.  Found and replaced faulty right brake light bulb.  Recheck to find brake lights work properly.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
290,180,1,"Replace center brake light bulb","Check for proper operations of brake lights.  Found and replaced faulty center brake light bulb.  Recheck to find brake lights work properly.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
291,181,1,"Replace rear turn signal bulb","Check for proper operation of turn signals.  Found and replaced faulty rear turn signal bulb.  Recheck to find turn signals operate properly.",0,0,0,0,,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
292,182,1,"Replace front turn signal bulb","Check for proper operation of turn signals.  Found and replaced faulty front turn signal bulb.  Recheck to find turn signals operate properly.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
293,183,1,"Replace turn signal flasher unit","Check for proper operation of turn signals.  Found and replaced faulty front turn signal flasher unit.  Recheck to find turn signals operate properly.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
294,184,1,"Replace left low beam headlight bulb","Check for proper operation of headlights.  Found and replaced faulty left low beam bulb.  Recheck to find headlights operate properly.",0,0,0,0,,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
295,185,1,"Replace left high beam headlight bulb","Check for proper operation of headlights.  Found and replaced faulty left high beam bulb.  Recheck to find headlights operate properly.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
296,186,1,"Replace right low beam headlight bulb","Check for proper operation of headlights.  Found and replaced faulty right low beam bulb.  Recheck to find headlights operate properly.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
297,187,1,"Replace right high beam headlight bulb","Check for proper operation of headlights.  Found and replaced faulty right high beam bulb.  Recheck to find headlights operate properly.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
298,188,1,"Replace worn wiper blades","Remove and replace worn wiper blades with new summer wiper blades.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,124,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
299,189,1,"Replace worn wiper blades","Remove and replace worn wiper blades with new winter wiper blades.",0,0,0,0,,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,124,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
300,190,1,"Replace catalytic converter","Inspect entire exhaust system for leaks.  Remove and replace catalytic converter.",0,0,0,0,,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
301,191,1,"Electrical system analysis - Test the starting and charging system.","Inspect battery terminals and cables.  Charge battery to full capacity.  Load test battery and record readings.  Inspect alternator belt and adjust as required.  Perform alternator output test and record readings.  Perform starter draw test and record readings.",0,0,0,49,,0.5,0,0,6,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
302,192,1,"Test charging system","Inspect charging system for proper output to battery.  Load test battery.  Inspect all wiring.  Inspect belt and adjust as required.  Test for current draw on electrical system and record findings.",0,0,0,14.5,,0.18,0,0,4,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,6,1,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
303,193,1,"Lube, oil, and filter","Lubricate and check chassis.  Change oil and oil filter.  Check air filter and breather filter.  Check all fluid levels and tire pressures.  Perform basic safety inspection.  Road test vehicle.",0,0,0,15.95,,0.17,0.5,0.5,15,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,120,1,4,0,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
304,194,1,"Lube, oil, and filter","Lubricate and check chassis.  Change oil and oil filter.  Check air filter and breather filter.  Check all fluid levels and tire pressures.  Perform basic safety inspection.  Road test vehicle.",0,0,0,15.95,,0.17,0.5,0.5,14,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,120,1,4,0,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
305,195,1,"Maintenance tune-up","Check battery starting and charging system. Check and adjust ignition timing.  Replace spark plugs.  Inspect ignition and fuel system.  Check fluid levels, tires pressures and wear, lights, belts, hoses, cooling system.",0,0,0,79.95,,0.97,0,0,4,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,145,1,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
306,196,1,"Maintenance tune-up","Check battery starting and charging system.Check and adjust ignition timing.  Replace spark plugs.  Inspect ignition and fuel system.  Check fluid levels, tires pressures and wear, lights, belts, hoses, cooling system.",0,0,0,79.95,,0.97,0,0,4,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,145,1,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
307,197,1,"Maintenance tune-up","Check battery starting and charging system.Check and adjust ignition timing.  Replace spark plugs.  Inspect ignition and fuel system.  Check fluid levels, tires pressures and wear, lights, belts, hoses, cooling system.",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,145,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
308,198,1,"Major tune-up","Replace spark plugs.  Check and adjust ignition timing as required.  Check and adjust curb idle speed as required.  Visual check of emission control related devices.  Inspect spark plug wires, distributor cap and rotor.  Clean fuel injectors, ISC motor, t",0,0,0,0,,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,145,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
309,199,1,"Major tune-up","Replace spark plugs.  Check and adjust ignition timing as required.  Check and adjust curb idle speed as required.  Visual check of emission control related devices.  Inspect spark plug wires, distributor cap and rotor.  Clean fuel injectors, ISC motor, t",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,145,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
310,200,1,"Major tune-up","Replace spark plugs.  Check and adjust ignition timing as required.  Check and adjust curb idle speed as required.  Visual check of emission control related devices.  Inspect spark plug wires, distributor cap and rotor.  Clean fuel injectors, ISC motor, t",0,0,0,0,,0,0,0,2,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,145,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
311,201,1,"Fuel control system tune-up","Clean gum and soft carbon deposit from fuel delivery components and inside combustion chamber.  Perform complete fuel pressure and volume test.  Road test vehicle.",0,0,0,99.95,,1,0.75,0.75,6,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,145,1,4,0,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
312,202,1,"Replace fuel filter","Remove and replace fuel filter.  Inspect for leaks.",0,0,0,0,,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,145,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
313,203,1,"Replace air filter","Remove and replace air filter.  Inspect and remove any debris obstructing the air intake system.",0,0,0,0,,0,0,0,3,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,145,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
314,204,1,"Drain and flush cooling system","Inspect hoses and clamps.  Pressure test cooling system.  Flush engine, radiator, and heater core in both directions.  Bring antifreeze to -35 degrees.  PH balance coolant to between 9.8 to 10.5.  Check thermostat and electric cooling fan operation.  Chec",0,0,0,89.95,,0.92,0,0,6,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,115,1,4,0,0,0,0,0,-1,0,,,0,,,,,,,0,,,,,,0,FALSE
315,205,1,"Replace radiator cap","Check cooling system to find and replace faulty radiator cap.",0,0,0,0,,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,115,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
316,206,1,"Replace cooling system hose","Check cooling system to find faulty hose(s).  Repalce faulty hose(s).",0,0,0,0,,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,115,0,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
317,207,1,"Air conditioning service","Service air conditioner.  Check condition of all belts and lines.  Evacuate and recharge with reclaimed R-12.  Test system performance.",0,0,0,49.95,,0.64,0,0,3,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,115,1,4,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
318,208,1,"Air conditioning service","Service air conditioner.  Check condition of all belts and lines.  Evacuate and recharge with reclaimed R-134.  Test system performance.",0,0,0,59.95,,0.67,0,0,4,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,115,1,0,0,0,0,0,0,-1,0,,,,,,,,,,0,,,,,,0,FALSE
319,209,1,"SERPENTINE BELT",,1,0,0,0,"6K532",0,0,0,1,0,0,0,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,32,0,-1,0,,0,0,"ABH35",,,,,,0,,,,,,0,FALSE
458,259,2,"TRANSMISSION - TUNE [B]","1985-95  All applicable models  Includes: R&I oil pan, clean or replace oil filter or screen. Adjust manual and throttle valve linkage. Replace necessary fluid and road test.",0,0,0,59.5,,0.85,1.6,1.6,4,0,1,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,4,3,0,0,96,0,-1,0,,0,0,,,,,,,0,,,,,,0,FALSE
462,259,6,"AT REFILL CAPACITY-QT",,6.5,1.25,2.25,2.25,"6.5",0,0,0,4,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,104,0,-1,0,,0,0,"FLPFLP",,,,,,6.5,,,,,,0,FALSE
463,259,7,"CRANKCASE CAPACITY-QT",,5,1.25,2.5,2.25,"5.0",0,0,0,4,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,104,0,-1,0,,0,0,"FLPFLP",,,,,,5,,,,,,0,FALSE
470,259,14,"PRESSURE HOSE",,1,27.45,54.9,54.9,"91647",0,0,0,4,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,104,0,-1,0,,0,0,"EDEEDE",,,,,,1,,,,,,0,FALSE
471,259,15,"RESISTOR PLUG",,8,1.55,3.1,3.1,"R44LTS6",0,0,0,6,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,40,0,-1,0,,0,0,"AC DE",,,,,,8,,,,,,0,FALSE
472,259,16,"WIRE SET-CUSTOM",,1,35.76,71.52,71.52,"618U",0,0,0,5,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,32,0,-1,0,,0,0,"DELDE",,,,,,1,,,,,,0,FALSE
473,259,17,"DISTRIBUTOR ROTOR",,1,4.45,8.9,8.9,"D448",0,0,0,5,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,32,0,-1,0,,0,0,"DR DE",,,,,,1,,,,,,0,FALSE
474,259,18,"DISTRIBUTOR CAP",,1,18.82,37.64,37.64,"D338",0,0,0,5,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,32,0,-1,0,,0,0,"DR DE",,,,,,1,,,,,,0,FALSE
475,259,19,"PCV VALVE",,1,2.14,4.28,4.28,"CV769C",0,0,0,5,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,32,0,-1,0,,0,0,"AC DE",,,,,,1,,,,,,0,FALSE
476,259,20,"OIL FILTER",,1,4.57,9.62,9.62,"1036",0,0,0,6,0,0,0,"NAPA",1,1,1,1,1,0,0,0,0,0,1,147,0,0,0,1,0,0,2,-1,0,,0,0,"NAPFLT",,,,,,1,,,,,,0,FALSE
477,259,21,"FUEL FILTER",,1,9.64,19.28,19.28,"GF481",0,0,0,5,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,32,0,-1,0,,0,0,"AC DE",,,,,,1,,,,,,0,FALSE
478,259,22,"BREATHER FILTER",,1,4.68,9.36,9.36,"FB103",0,0,0,5,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,32,0,-1,0,,0,0,"AC DE",,,,,,1,,,,,,0,FALSE
479,259,23,"AIR FILTER",,1,4.92,9.84,9.84,"A1096C",0,0,0,5,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,32,0,-1,0,,0,0,"AC DE",,,,,,1,,,,,,0,FALSE
483,259,30,"WATER PUMP-NEW",,1,60.68,121.36,121.36,"252-720",0,0,0,4,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,32,0,-1,0,,0,0,"DWPDE",,,,,,1,,,,,,0,FALSE
484,259,31,"THERMOSTAT-192F/88C",,1,4.61,9.22,9.22,"131-85",0,0,0,4,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,32,0,-1,0,,0,0,"AC DE",,,,,,1,,,,,,0,FALSE
485,259,32,"RADIATOR CAP-REGULAR",,1,4.59,9.18,9.18,"RC27",0,0,0,5,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,32,0,-1,0,,0,0,"AC DE",,,,,,1,,,,,,0,FALSE
487,259,34,"MOLDED COOLANT/HTR HOSE",,1,19.37,38.74,38.74,"16145M",0,0,0,4,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,104,0,-1,0,,0,0,"ABH35",,,,,,1,,,,,,0,FALSE
488,259,35,"LOWER RADIATOR HOSE",,1,8.79,17.58,17.58,"20161S",0,0,0,4,0,0,0,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,32,0,-1,0,,0,0,"ABH35",,,,,,1,,,,,,0,FALSE
